Time,Iso_tot,Iso_ice,Iso_do,Tsurf,Tdo,Ice_eas,Ice_nam,Ice_tot,Sealevel_Uncorrected,Sealevel_Corrected
2606.8,0.6074,0.1581,0.4493,-8.6273,-1.9533,8.2925,10.588,21.704,-21.704,-20.2452
2606.9,0.6047,0.1539,0.4508,-8.765,-1.9599,8.0271,10.353,21.128,-21.128,-19.6692
2607,0.6023,0.1504,0.4519,-8.8555,-1.965,7.7631,10.104,20.539,-20.539,-19.0802
2607.1,0.5994,0.1467,0.4527,-8.9563,-1.9684,7.53,9.8916,20.027,-20.027,-18.5682
2607.2,0.5962,0.1431,0.4531,-9.042,-1.9701,7.2866,9.6828,19.506,-19.506,-18.0472
2607.3,0.5924,0.1393,0.4531,-9.1476,-1.9701,7.0492,9.4737,18.993,-18.993,-17.5342
2607.4,0.5886,0.1358,0.4528,-9.2236,-1.9686,6.8122,9.2593,18.474,-18.474,-17.0152
2607.5,0.5842,0.1321,0.4521,-9.3203,-1.9656,6.5816,9.0614,17.981,-17.981,-16.5222
2607.6,0.5794,0.1283,0.4511,-9.4155,-1.9611,6.3435,8.8462,17.46,-17.46,-16.0012
2607.7,0.5743,0.1246,0.4497,-9.5011,-1.9553,6.0987,8.6371,16.938,-16.938,-15.4792
2607.8,0.5688,0.1207,0.4481,-9.5928,-1.9482,5.8547,8.427,16.416,-16.416,-14.9572
2607.9,0.5629,0.1167,0.4462,-9.6873,-1.9398,5.6089,8.2156,15.89,-15.89,-14.4312
2608,0.5571,0.1131,0.444,-9.7492,-1.9305,5.3608,7.9847,15.339,-15.339,-13.8802
2608.1,0.5511,0.1095,0.4416,-9.8123,-1.9201,5.1379,7.7855,14.853,-14.853,-13.3942
2608.2,0.545,0.106,0.439,-9.8592,-1.9089,4.9179,7.587,14.372,-14.372,-12.9132
2608.3,0.5385,0.1022,0.4363,-9.915,-1.8968,4.7067,7.3884,13.901,-13.901,-12.4422
2608.4,0.5317,0.0984,0.4333,-9.9798,-1.884,4.4968,7.1754,13.415,-13.415,-11.9562
2608.5,0.5247,0.0945,0.4302,-10.047,-1.8704,4.2804,6.9504,12.907,-12.907,-11.4482
2608.6,0.5175,0.0906,0.4269,-10.115,-1.8562,4.0753,6.7156,12.401,-12.401,-10.9422
2608.7,0.5102,0.0867,0.4235,-10.17,-1.8415,3.8692,6.4754,11.888,-11.888,-10.4292
2608.8,0.5027,0.0827,0.42,-10.249,-1.8261,3.6766,6.2266,11.38,-11.38,-9.9212
2608.9,0.4951,0.0787,0.4164,-10.312,-1.8104,3.4826,5.9561,10.846,-10.846,-9.3872
2609,0.4886,0.0758,0.4128,-10.299,-1.7948,3.2951,5.6876,10.322,-10.322,-8.8632
2609.1,0.482,0.0727,0.4093,-10.281,-1.7794,3.1547,5.5049,9.9501,-9.9501,-8.4913
2609.2,0.4755,0.0697,0.4058,-10.26,-1.7642,3.0097,5.3239,9.5752,-9.5752,-8.1164
2609.3,0.469,0.0666,0.4024,-10.23,-1.7494,2.8671,5.1319,9.1904,-9.1904,-7.7316
2609.4,0.4629,0.0638,0.3991,-10.183,-1.735,2.7265,4.9359,8.8034,-8.8034,-7.3446
2609.5,0.4569,0.061,0.3959,-10.125,-1.7212,2.5934,4.7461,8.4321,-8.4321,-6.9733
2609.6,0.4512,0.0584,0.3928,-10.058,-1.708,2.4614,4.5557,8.0613,-8.0613,-6.6025
2609.7,0.4459,0.0559,0.39,-9.9691,-1.6957,2.3328,4.3849,7.7169,-7.7169,-6.2581
2609.8,0.4408,0.0535,0.3873,-9.8698,-1.6841,2.2173,4.2142,7.3878,-7.3878,-5.929
2609.9,0.4362,0.0513,0.3849,-9.7601,-1.6735,2.1083,4.0511,7.0749,-7.0749,-5.6161
2610,0.4323,0.0496,0.3827,-9.6139,-1.664,2.0121,3.888,6.7767,-6.7767,-5.3179
2610.1,0.4287,0.0479,0.3808,-9.4647,-1.6555,1.9456,3.7685,6.5628,-6.5628,-5.104
2610.2,0.4256,0.0465,0.3791,-9.3003,-1.6481,1.8845,3.6598,6.3676,-6.3676,-4.9088
2610.3,0.4229,0.0453,0.3776,-9.1452,-1.6418,1.8302,3.5674,6.1988,-6.1988,-4.74
2610.4,0.4203,0.044,0.3763,-9.0067,-1.6363,1.779,3.4838,6.0437,-6.0437,-4.5849
2610.5,0.418,0.0427,0.3753,-8.8718,-1.6316,1.7293,3.3975,5.8875,-5.8875,-4.4287
2610.6,0.4159,0.0415,0.3744,-8.7417,-1.6276,1.6815,3.3113,5.7333,-5.7333,-4.2745
2610.7,0.414,0.0404,0.3736,-8.6263,-1.6243,1.6339,3.2339,5.5896,-5.5896,-4.1308
2610.8,0.4123,0.0394,0.3729,-8.5258,-1.6214,1.5865,3.1612,5.4515,-5.4515,-3.9927
2610.9,0.4107,0.0384,0.3723,-8.4344,-1.6187,1.5481,3.0891,5.3244,-5.3244,-3.8656
2611,0.4093,0.0375,0.3718,-8.3415,-1.6164,1.5127,3.0083,5.1908,-5.1908,-3.732
2611.1,0.4082,0.0369,0.3713,-8.2525,-1.6142,1.4857,2.951,5.0938,-5.0938,-3.635
2611.2,0.407,0.0363,0.3707,-8.1796,-1.6119,1.4625,2.903,5.0119,-5.0119,-3.5531
2611.3,0.4059,0.0357,0.3702,-8.1052,-1.6095,1.4387,2.8541,4.9282,-4.9282,-3.4694
2611.4,0.4047,0.0351,0.3696,-8.0554,-1.6068,1.4185,2.8097,4.854,-4.854,-3.3952
2611.5,0.4034,0.0346,0.3688,-8.0145,-1.6035,1.394,2.7689,4.7789,-4.7789,-3.3201
2611.6,0.402,0.0341,0.3679,-7.98,-1.5996,1.374,2.7266,4.7072,-4.7072,-3.2484
2611.7,0.4004,0.0336,0.3668,-7.9627,-1.5949,1.3506,2.6799,4.6267,-4.6267,-3.1679
2611.8,0.3986,0.0331,0.3655,-7.9525,-1.5893,1.3256,2.6453,4.5581,-4.5581,-3.0993
2611.9,0.3965,0.0325,0.364,-7.953,-1.5826,1.3047,2.6098,4.4933,-4.4933,-3.0345
2612,0.3943,0.0321,0.3622,-7.9587,-1.5748,1.2802,2.5715,4.4211,-4.4211,-2.9623
2612.1,0.3918,0.0317,0.3601,-7.9653,-1.5658,1.2625,2.5383,4.3626,-4.3626,-2.9038
2612.2,0.389,0.0312,0.3578,-7.9846,-1.5555,1.2445,2.508,4.3069,-4.3069,-2.8481
2612.3,0.3858,0.0307,0.3551,-8.0071,-1.5439,1.2255,2.4759,4.2483,-4.2483,-2.7895
2612.4,0.3823,0.0302,0.3521,-8.0269,-1.5309,1.2098,2.4367,4.1851,-4.1851,-2.7263
2612.5,0.3785,0.0297,0.3488,-8.0533,-1.5166,1.1907,2.3973,4.1178,-4.1178,-2.659
2612.6,0.3743,0.0291,0.3452,-8.0801,-1.501,1.1678,2.3536,4.0412,-4.0412,-2.5824
2612.7,0.3697,0.0284,0.3413,-8.114,-1.4839,1.1475,2.3092,3.9669,-3.9669,-2.5081
2612.8,0.3649,0.0278,0.3371,-8.1407,-1.4657,1.1251,2.2567,3.8807,-3.8807,-2.4219
2612.9,0.3597,0.0271,0.3326,-8.1698,-1.4461,1.1073,2.189,3.7824,-3.7824,-2.3236
2613,0.3544,0.0265,0.3279,-8.1792,-1.4255,1.0902,2.1289,3.6935,-3.6935,-2.2347
2613.1,0.3489,0.026,0.3229,-8.1932,-1.4039,1.077,2.079,3.6209,-3.6209,-2.1621
2613.2,0.3431,0.0254,0.3177,-8.1996,-1.3814,1.0606,2.0241,3.5389,-3.5389,-2.0801
2613.3,0.3372,0.0248,0.3124,-8.1913,-1.3581,1.0437,1.9733,3.4611,-3.4611,-2.0023
2613.4,0.3312,0.0243,0.3069,-8.1783,-1.3342,1.0305,1.9231,3.3882,-3.3882,-1.9294
2613.5,0.3249,0.0237,0.3012,-8.1739,-1.3096,1.0212,1.8733,3.3202,-3.3202,-1.8614
2613.6,0.3186,0.0231,0.2955,-8.1469,-1.2848,1.006,1.8228,3.2447,-3.2447,-1.7859
2613.7,0.3122,0.0225,0.2897,-8.124,-1.2596,0.9898,1.7786,3.1753,-3.1753,-1.7165
2613.8,0.3058,0.0219,0.2839,-8.0898,-1.2343,0.9784,1.7233,3.0986,-3.0986,-1.6398
2613.9,0.2994,0.0213,0.2781,-8.0381,-1.2091,0.9645,1.6615,3.0115,-3.0115,-1.5527
2614,0.293,0.0207,0.2723,-7.9857,-1.184,0.9514,1.605,2.9314,-2.9314,-1.4726
2614.1,0.2868,0.0202,0.2666,-7.9199,-1.1593,0.9369,1.5513,2.853,-2.853,-1.3942
2614.2,0.2806,0.0195,0.2611,-7.8432,-1.1351,0.9308,1.492,2.7778,-2.7778,-1.319
2614.3,0.2747,0.019,0.2557,-7.7484,-1.1116,0.9217,1.4361,2.7031,-2.7031,-1.2443
2614.4,0.2691,0.0186,0.2505,-7.6397,-1.0889,0.9135,1.3848,2.6347,-2.6347,-1.1759
2614.5,0.2635,0.0181,0.2454,-7.5289,-1.0672,0.9136,1.337,2.5798,-2.5798,-1.121
2614.6,0.2583,0.0176,0.2407,-7.3983,-1.0465,0.9004,1.2878,2.508,-2.508,-1.0492
2614.7,0.2535,0.0173,0.2362,-7.2568,-1.027,0.8969,1.24,2.4491,-2.4491,-0.9903
2614.8,0.2489,0.0169,0.232,-7.108,-1.0087,0.8946,1.1968,2.3967,-2.3967,-0.9379
2614.9,0.2446,0.0165,0.2281,-6.9531,-0.9918,0.8901,1.1592,2.3482,-2.3482,-0.8894
2615,0.2407,0.0162,0.2245,-6.7854,-0.9763,0.8887,1.1206,2.3023,-2.3023,-0.8435
2615.1,0.2372,0.0159,0.2213,-6.6127,-0.9623,0.8808,1.0878,2.2555,-2.2555,-0.7967
2615.2,0.234,0.0156,0.2184,-6.4361,-0.9497,0.8784,1.0551,2.2151,-2.2151,-0.7563
2615.3,0.2311,0.0152,0.2159,-6.2699,-0.9386,0.8763,1.0221,2.1747,-2.1747,-0.7159
2615.4,0.2287,0.015,0.2137,-6.0809,-0.929,0.8728,0.9864,2.1297,-2.1297,-0.6709
2615.5,0.2266,0.0148,0.2118,-5.9047,-0.9207,0.8686,0.9694,2.1053,-2.1053,-0.6465
2615.6,0.2247,0.0146,0.2101,-5.7359,-0.9137,0.8633,0.9487,2.0755,-2.0755,-0.6167
2615.7,0.2232,0.0144,0.2088,-5.5591,-0.9078,0.858,0.9286,2.0462,-2.0462,-0.5874
2615.8,0.2219,0.0142,0.2077,-5.3969,-0.9029,0.8581,0.9164,2.0322,-2.0322,-0.5734
2615.9,0.2209,0.0142,0.2067,-5.2398,-0.8989,0.8539,0.9003,2.0089,-2.0089,-0.5501
2616,0.22,0.014,0.206,-5.0893,-0.8955,0.8561,0.8875,1.9967,-1.9967,-0.5379
2616.1,0.2192,0.0139,0.2053,-4.9526,-0.8927,0.8529,0.8752,1.9789,-1.9789,-0.5201
2616.2,0.2185,0.0137,0.2048,-4.8183,-0.8903,0.8535,0.8609,1.9632,-1.9632,-0.5044
2616.3,0.2179,0.0137,0.2042,-4.7028,-0.888,0.8543,0.8464,1.9474,-1.9474,-0.4886
2616.4,0.2173,0.0136,0.2037,-4.5875,-0.8856,0.8515,0.8386,1.9352,-1.9352,-0.4764
2616.5,0.2166,0.0135,0.2031,-4.4894,-0.8831,0.8493,0.8331,1.9263,-1.9263,-0.4675
2616.6,0.2157,0.0133,0.2024,-4.418,-0.88,0.8471,0.8263,1.916,-1.916,-0.4572
2616.7,0.2148,0.0133,0.2015,-4.3436,-0.8762,0.8432,0.8161,1.8999,-1.8999,-0.4411
2616.8,0.2136,0.0131,0.2005,-4.3008,-0.8716,0.841,0.8066,1.8863,-1.8863,-0.4275
2616.9,0.2122,0.013,0.1992,-4.2549,-0.8659,0.8351,0.7904,1.8609,-1.8609,-0.4021
2617,0.2105,0.0129,0.1976,-4.2315,-0.8591,0.8378,0.7753,1.8467,-1.8467,-0.3879
2617.1,0.2085,0.0128,0.1957,-4.2109,-0.8509,0.8375,0.7601,1.8288,-1.8288,-0.37
2617.2,0.2062,0.0127,0.1935,-4.2133,-0.8413,0.8411,0.7493,1.8205,-1.8205,-0.3617
2617.3,0.2034,0.0125,0.1909,-4.2254,-0.8301,0.8358,0.7292,1.7914,-1.7914,-0.3326
2617.4,0.2004,0.0124,0.188,-4.2358,-0.8173,0.8286,0.7086,1.7593,-1.7593,-0.3005
2617.5,0.1968,0.0121,0.1847,-4.2622,-0.8028,0.8321,0.6918,1.7442,-1.7442,-0.2854
2617.6,0.193,0.0121,0.1809,-4.2931,-0.7867,0.8227,0.6739,1.7126,-1.7126,-0.2538
2617.7,0.1887,0.0118,0.1769,-4.3324,-0.7689,0.8263,0.6542,1.6942,-1.6942,-0.2354
2617.8,0.184,0.0116,0.1724,-4.3704,-0.7495,0.8158,0.6282,1.6522,-1.6522,-0.1934
2617.9,0.179,0.0114,0.1676,-4.4126,-0.7285,0.8169,0.5998,1.6208,-1.6208,-0.162
2618,0.1736,0.0112,0.1624,-4.4637,-0.7061,0.809,0.5728,1.5807,-1.5807,-0.1219
2618.1,0.1678,0.0109,0.1569,-4.5077,-0.6821,0.8056,0.5391,1.5379,-1.5379,-0.0791
2618.2,0.1616,0.0105,0.1511,-4.5576,-0.6568,0.8023,0.4992,1.4883,-1.4883,-0.0295
2618.3,0.1552,0.0102,0.145,-4.6016,-0.6302,0.798,0.4556,1.4332,-1.4332,0.0256
2618.4,0.1486,0.01,0.1386,-4.6375,-0.6025,0.792,0.4118,1.376,-1.376,0.0828
2618.5,0.1416,0.0096001,0.132,-4.6666,-0.5738,0.7924,0.3769,1.3363,-1.3363,0.1225
2618.6,0.1347,0.0095,0.1252,-4.6751,-0.5443,0.7791,0.3406,1.2792,-1.2792,0.1796
2618.7,0.1275,0.0092,0.1183,-4.6826,-0.5143,0.7812,0.3115,1.2482,-1.2482,0.2106
2618.8,0.1203,0.009,0.1113,-4.6616,-0.4838,0.7699,0.2856,1.2054,-1.2054,0.2534
2618.9,0.1131,0.0089,0.1042,-4.6335,-0.4532,0.7716,0.264,1.1824,-1.1824,0.2764
2619,0.1058,0.0086001,0.0972,-4.5888,-0.4227,0.7658,0.2424,1.1511,-1.1511,0.3077
2619.1,0.0986,0.0084001,0.0902,-4.5285,-0.3922,0.762,0.2169,1.1174,-1.1174,0.3414
2619.2,0.0916,0.0083001,0.0833,-4.454,-0.3621,0.7595,0.1937,1.0878,-1.0878,0.371
2619.3,0.0847,0.0082,0.0765,-4.3532,-0.3326,0.7547,0.1791,1.0654,-1.0654,0.3934
2619.4,0.0779,0.0080001,0.0699,-4.2372,-0.3039,0.7622,0.163,1.0557,-1.0557,0.4031
2619.5,0.0714,0.0079001,0.0635,-4.1055,-0.2761,0.7498,0.1515,1.0281,-1.0281,0.4307
2619.6,0.0651,0.0078001,0.0573,-3.9524,-0.2493,0.7457,0.1458,1.0168,-1.0168,0.442
2619.7,0.0592,0.0077,0.0515,-3.783,-0.2239,0.7328,0.1408,0.9963,-0.9963,0.4625
2619.8,0.0536,0.0077,0.0459,-3.6002,-0.1997,0.7385,0.1316,0.9923,-0.9923,0.4665
2619.9,0.0482,0.0075001,0.0407,-3.41,-0.1771,0.7372,0.1277,0.9862,-0.9862,0.4726
2620,0.0433,0.0074001,0.0359,-3.2071,-0.1559,0.7281,0.1262,0.9741,-0.9741,0.4847
2620.1,0.0388,0.0073999,0.0314,-2.9841,-0.1364,0.7222,0.1224,0.9629,-0.9629,0.4959
2620.2,0.0345,0.0073,0.0272,-2.7667,-0.1185,0.7246,0.1234,0.9668,-0.9668,0.492
2620.3,0.0307,0.0071999,0.0235,-2.5464,-0.1022,0.7149,0.1214,0.9534,-0.9534,0.5054
2620.4,0.0273,0.0072,0.0201,-2.32,-0.0875,0.7208,0.1166,0.9546,-0.9546,0.5042
2620.5,0.0243,0.0072,0.0171,-2.0924,-0.0744,0.7108,0.1206,0.9477,-0.9477,0.5111
2620.6,0.0216,0.0071999,0.0144,-1.8752,-0.0628,0.7201,0.1193,0.9569,-0.9569,0.5019
2620.7,0.0192,0.0071,0.0121,-1.6654,-0.0527,0.7207,0.1188,0.957,-0.957,0.5018
2620.8,0.0172,0.0070999,0.0101,-1.4539,-0.044,0.7234,0.1195,0.9609,-0.9609,0.4979
2620.9,0.0155,0.0071,0.0084,-1.2688,-0.0365,0.7315,0.1175,0.968,-0.968,0.4908
2621,0.014,0.0070001,0.007,-1.0914,-0.0303,0.7263,0.1188,0.9635,-0.9635,0.4953
2621.1,0.0128,0.0069999,0.0058,-0.9194,-0.0253,0.7282,0.1195,0.9665,-0.9665,0.4923
2621.2,0.0121,0.0071999,0.0049,-0.7644,-0.0213,0.7283,0.1179,0.9648,-0.9648,0.494
2621.3,0.0115,0.0072,0.0043,-0.6116,-0.0185,0.7474,0.12,0.989,-0.989,0.4698
2621.4,0.0113,0.0075,0.0038,-0.4804,-0.0167,0.7699,0.1188,1.0136,-1.0136,0.4452
2621.5,0.0113,0.0077,0.0036,-0.3514,-0.0158,0.794,0.1174,1.0397,-1.0397,0.4191
2621.6,0.0114,0.0077999,0.0036,-0.2585,-0.0157,0.8339,0.1202,1.0888,-1.0888,0.37
2621.7,0.0117,0.0080001,0.0037,-0.1752,-0.0163,0.8536,0.1169,1.1077,-1.1077,0.3511
2621.8,0.0123,0.0081999,0.0041,-0.0949,-0.0176,0.8828,0.1157,1.1399,-1.1399,0.3189
2621.9,0.0129,0.0084,0.0045,-0.0437,-0.0196,0.914,0.1167,1.1769,-1.1769,0.2819
2622,0.0137,0.0085999,0.0051,-0.0039,-0.0221,0.9379,0.1157,1.2032,-1.2032,0.2556
2622.1,0.0147,0.0089001,0.0058,0.042,-0.0254,0.9674,0.1169,1.236,-1.236,0.2228
2622.2,0.0157,0.009,0.0067,0.055,-0.0291,1.0051,0.1163,1.2737,-1.2737,0.1851
2622.3,0.017,0.0092999,0.0077,0.0797,-0.0334,1.0258,0.1168,1.3002,-1.3002,0.1586
2622.4,0.0181,0.0092999,0.0088,0.0689,-0.0381,1.0651,0.1198,1.35,-1.35,0.1088
2622.5,0.0195,0.0094999,0.01,0.0631,-0.0433,1.0746,0.1166,1.358,-1.358,0.1008
2622.6,0.021,0.0097001,0.0113,0.0595,-0.049,1.102,0.1174,1.3946,-1.3946,0.0642
2622.7,0.0226,0.0099001,0.0127,0.0388,-0.0551,1.1326,0.1186,1.435,-1.435,0.0238
2622.8,0.0242,0.0099999,0.0142,0.0192,-0.0616,1.151,0.1174,1.45,-1.45,0.0088
2622.9,0.026,0.0103,0.0157,-0.0113,-0.0683,1.17,0.1222,1.4773,-1.4773,-0.0185
2623,0.0278,0.0105,0.0173,-0.0354,-0.0754,1.1876,0.1271,1.5032,-1.5032,-0.0444
2623.1,0.0296,0.0105,0.0191,-0.0593,-0.0829,1.2174,0.1228,1.5326,-1.5326,-0.0738
2623.2,0.0316,0.0108,0.0208,-0.0748,-0.0907,1.2338,0.1238,1.5526,-1.5526,-0.0938
2623.3,0.0336,0.0109,0.0227,-0.0992,-0.0987,1.2578,0.1259,1.5826,-1.5826,-0.1238
2623.4,0.0356,0.011,0.0246,-0.1159,-0.107,1.2775,0.1258,1.6052,-1.6052,-0.1464
2623.5,0.0377,0.0111,0.0266,-0.1284,-0.1155,1.2931,0.1238,1.6207,-1.6207,-0.1619
2623.6,0.0399,0.0113,0.0286,-0.1389,-0.1243,1.3141,0.123,1.644,-1.644,-0.1852
2623.7,0.0421,0.0115,0.0306,-0.1454,-0.1332,1.3375,0.1251,1.6734,-1.6734,-0.2146
2623.8,0.0443,0.0116,0.0327,-0.1551,-0.1422,1.3504,0.1273,1.6908,-1.6908,-0.232
2623.9,0.0467,0.0119,0.0348,-0.1485,-0.1513,1.3805,0.1271,1.7251,-1.7251,-0.2663
2624,0.049,0.0121,0.0369,-0.1565,-0.1603,1.4127,0.1293,1.7645,-1.7645,-0.3057
2624.1,0.0512,0.0123,0.0389,-0.1647,-0.1692,1.4475,0.1258,1.8006,-1.8006,-0.3418
2624.2,0.0533,0.0124,0.0409,-0.1727,-0.178,1.471,0.1255,1.8272,-1.8272,-0.3684
2624.3,0.0554,0.0125,0.0429,-0.1919,-0.1866,1.4901,0.1246,1.8482,-1.8482,-0.3894
2624.4,0.0575,0.0127,0.0448,-0.1994,-0.1948,1.5005,0.1271,1.8631,-1.8631,-0.4043
2624.5,0.0594,0.0128,0.0466,-0.2226,-0.2027,1.5309,0.1313,1.9029,-1.9029,-0.4441
2624.6,0.0613,0.013,0.0483,-0.2413,-0.2101,1.5422,0.1234,1.9067,-1.9067,-0.4479
2624.7,0.0631,0.0132,0.0499,-0.2652,-0.217,1.5619,0.1316,1.9388,-1.9388,-0.48
2624.8,0.0646,0.0133,0.0513,-0.2987,-0.2232,1.5909,0.1284,1.9685,-1.9685,-0.5097
2624.9,0.066,0.0134,0.0526,-0.3378,-0.2286,1.605,0.1274,1.9836,-1.9836,-0.5248
2625,0.0672,0.0136,0.0536,-0.3851,-0.2332,1.6193,0.1257,1.9981,-1.9981,-0.5393
2625.1,0.0681,0.0137,0.0544,-0.446,-0.2367,1.6349,0.1313,2.0225,-2.0225,-0.5637
2625.2,0.0688,0.0138,0.055,-0.5007,-0.2392,1.6487,0.1276,2.0341,-2.0341,-0.5753
2625.3,0.0692,0.0138,0.0554,-0.5668,-0.2407,1.6672,0.1296,2.0577,-2.0577,-0.5989
2625.4,0.0695,0.014,0.0555,-0.6351,-0.2411,1.6853,0.1249,2.073,-2.073,-0.6142
2625.5,0.0694,0.0141,0.0553,-0.7203,-0.2404,1.6994,0.1291,2.0941,-2.0941,-0.6353
2625.6,0.069,0.0141,0.0549,-0.7979,-0.2386,1.7068,0.1242,2.0971,-2.0971,-0.6383
2625.7,0.0685,0.0143,0.0542,-0.8738,-0.2357,1.7148,0.1278,2.1104,-2.1104,-0.6516
2625.8,0.0678,0.0145,0.0533,-0.948,-0.2318,1.7317,0.1314,2.134,-2.134,-0.6752
2625.9,0.0667,0.0145,0.0522,-1.0234,-0.2269,1.7471,0.1342,2.1549,-2.1549,-0.6961
2626,0.0655,0.0147,0.0508,-1.0995,-0.221,1.7562,0.133,2.1639,-2.1639,-0.7051
2626.1,0.0639,0.0147,0.0492,-1.1785,-0.214,1.7682,0.1315,2.176,-2.176,-0.7172
2626.2,0.0622,0.0147,0.0475,-1.2404,-0.2063,1.778,0.1321,2.1879,-2.1879,-0.7291
2626.3,0.0603,0.0148,0.0455,-1.3035,-0.1978,1.7864,0.1325,2.1981,-2.1981,-0.7393
2626.4,0.0583,0.015,0.0433,-1.3629,-0.1884,1.7901,0.1345,2.2046,-2.2046,-0.7458
2626.5,0.0561,0.0151,0.041,-1.4101,-0.1785,1.8037,0.1343,2.22,-2.22,-0.7612
2626.6,0.0537,0.015,0.0387,-1.447,-0.1681,1.8177,0.1328,2.2343,-2.2343,-0.7755
2626.7,0.0513,0.0151,0.0362,-1.4849,-0.1572,1.8253,0.1325,2.2428,-2.2428,-0.784
2626.8,0.0488,0.0152,0.0336,-1.507,-0.1462,1.8323,0.1343,2.2529,-2.2529,-0.7941
2626.9,0.0464,0.0154,0.031,-1.5074,-0.1349,1.8414,0.134,2.2631,-2.2631,-0.8043
2627,0.0438,0.0154,0.0284,-1.5089,-0.1236,1.8599,0.1337,2.2839,-2.2839,-0.8251
2627.1,0.0413,0.0155,0.0258,-1.5074,-0.1121,1.8717,0.1334,2.2972,-2.2972,-0.8384
2627.2,0.0388,0.0156,0.0232,-1.4944,-0.1008,1.8847,0.1345,2.3134,-2.3134,-0.8546
2627.3,0.0364,0.0158,0.0206,-1.4696,-0.0896,1.8965,0.1355,2.3281,-2.3281,-0.8693
2627.4,0.034,0.0159,0.0181,-1.437,-0.0787,1.9203,0.1354,2.3555,-2.3555,-0.8967
2627.5,0.0316,0.0159,0.0157,-1.4059,-0.0682,1.9334,0.1354,2.3706,-2.3706,-0.9118
2627.6,0.0295,0.0162,0.0133,-1.359,-0.0579,1.9467,0.1365,2.387,-2.387,-0.9282
2627.7,0.0274,0.0163,0.0111,-1.2989,-0.0482,1.9791,0.1366,2.4243,-2.4243,-0.9655
2627.8,0.0256,0.0166,0.009,-1.2276,-0.0391,2.0076,0.1367,2.4573,-2.4573,-0.9985
2627.9,0.0239,0.0168,0.0071,-1.1473,-0.0307,2.0385,0.1406,2.4973,-2.4973,-1.0385
2628,0.0225,0.0172,0.0053,-1.0652,-0.0232,2.0826,0.1424,2.5501,-2.5501,-1.0913
2628.1,0.0213,0.0175,0.0038,-0.9755,-0.0165,2.1207,0.1433,2.5949,-2.5949,-1.1361
2628.2,0.0203,0.0179,0.0024,-0.8819,-0.0105,2.1652,0.1468,2.6502,-2.6502,-1.1914
2628.3,0.0195,0.0183,0.0012,-0.7868,-0.0054,2.217,0.1485,2.7116,-2.7116,-1.2528
2628.4,0.019,0.0187,0.0003,-0.6968,-0.0011,2.2787,0.1523,2.7869,-2.7869,-1.3281
2628.5,0.0187,0.0192,-0.0005,-0.6069,0.0022,2.3386,0.157,2.8613,-2.8613,-1.4025
2628.6,0.0187,0.0198,-0.0011,-0.5277,0.0049,2.4032,0.1654,2.9451,-2.9451,-1.4863
2628.7,0.0189,0.0204,-0.0015,-0.4492,0.0067,2.4773,0.1717,3.0377,-3.0377,-1.5789
2628.8,0.0194,0.0212,-0.0018,-0.3644,0.0076,2.5594,0.1786,3.14,-3.14,-1.6812
2628.9,0.0203,0.022,-0.0017,-0.2835,0.0076,2.6566,0.1897,3.2646,-3.2646,-1.8058
2629,0.0214,0.0229,-0.0015,-0.212,0.0066,2.7712,0.1975,3.4055,-3.4055,-1.9467
2629.1,0.0229,0.024,-0.0011,-0.1345,0.0046,2.8813,0.2143,3.5513,-3.5513,-2.0925
2629.2,0.0245,0.0249,-0.0004,-0.0823,0.0018,3.0118,0.2294,3.7187,-3.7187,-2.2599
2629.3,0.0264,0.0259,0.0005,-0.022,-0.002,3.1271,0.2462,3.8707,-3.8707,-2.4119
2629.4,0.0287,0.0272,0.0015,0.0433,-0.0066,3.2598,0.2676,4.041,-4.041,-2.5822
2629.5,0.031,0.0282,0.0028,0.0773,-0.0121,3.4057,0.2932,4.2307,-4.2307,-2.7719
2629.6,0.0337,0.0294,0.0043,0.1153,-0.0185,3.5321,0.3153,4.397,-4.397,-2.9382
2629.7,0.0364,0.0305,0.0059,0.1379,-0.0257,3.6631,0.3438,4.5773,-4.5773,-3.1185
2629.8,0.0395,0.0318,0.0077,0.1531,-0.0336,3.7827,0.3752,4.7463,-4.7463,-3.2875
2629.9,0.0429,0.0332,0.0097,0.1761,-0.0423,3.9218,0.4011,4.9323,-4.9323,-3.4735
2630,0.0466,0.0347,0.0119,0.1952,-0.0519,4.0822,0.4424,5.1606,-5.1606,-3.7018
2630.1,0.0506,0.0362,0.0144,0.2134,-0.0624,4.2357,0.4901,5.3936,-5.3936,-3.9348
2630.2,0.0545,0.0375,0.017,0.2054,-0.0737,4.4012,0.5265,5.6267,-5.6267,-4.1679
2630.3,0.0587,0.039,0.0197,0.2006,-0.0858,4.5424,0.5642,5.8329,-5.8329,-4.3741
2630.4,0.0632,0.0405,0.0227,0.1984,-0.0987,4.6916,0.6113,6.062,-6.062,-4.6032
2630.5,0.0678,0.042,0.0258,0.1822,-0.1123,4.8535,0.6525,6.297,-6.297,-4.8382
2630.6,0.0728,0.0436,0.0292,0.1742,-0.1268,5.0087,0.6892,6.5207,-6.5207,-5.0619
2630.7,0.0778,0.0452,0.0326,0.1592,-0.1419,5.1732,0.7382,6.7693,-6.7693,-5.3105
2630.8,0.083,0.0467,0.0363,0.1442,-0.1577,5.3173,0.7926,7.0051,-7.0051,-5.5463
2630.9,0.0881,0.048,0.0401,0.107,-0.1742,5.4777,0.8393,7.252,-7.252,-5.7932
