Time,Iso_tot,Iso_ice,Iso_do,Tsurf,Tdo,Ice_eas,Ice_nam,Ice_tot,Sealevel_Uncorrected,Sealevel_Corrected
621.3,1.0373,0.6124,0.4249,-7.6607,-1.8474,29.793,35.049,74.557,-74.557,-73.0982
621.4,1.0509,0.6207,0.4302,-7.756,-1.8703,30.079,35.593,75.512,-75.512,-74.0532
621.5,1.0648,0.6292,0.4356,-7.8143,-1.8939,30.336,36.135,76.43,-76.43,-74.9712
621.6,1.0785,0.6374,0.4411,-7.9057,-1.9179,30.61,36.669,77.359,-77.359,-75.9002
621.7,1.0925,0.6458,0.4467,-7.9665,-1.9421,30.856,37.209,78.263,-78.263,-76.8042
621.8,1.1068,0.6545,0.4523,-8.0124,-1.9665,31.148,37.74,79.21,-79.21,-77.7512
621.9,1.1209,0.663,0.4579,-8.0871,-1.9909,31.446,38.284,80.177,-80.177,-78.7182
622,1.1348,0.6712,0.4636,-8.1856,-2.0156,31.7,38.836,81.105,-81.105,-79.6462
622.1,1.1486,0.6793,0.4693,-8.3034,-2.0406,31.962,39.363,82.012,-82.012,-80.5532
622.2,1.1626,0.6874,0.4752,-8.4096,-2.0659,32.219,39.864,82.884,-82.884,-81.4252
622.3,1.1765,0.6955,0.481,-8.5295,-2.0915,32.502,40.356,83.775,-83.775,-82.3162
622.4,1.1902,0.7033,0.4869,-8.6805,-2.1169,32.74,40.867,84.637,-84.637,-83.1782
622.5,1.204,0.7112,0.4928,-8.8207,-2.1425,32.976,41.36,85.475,-85.475,-84.0162
622.6,1.2181,0.7194,0.4987,-8.9473,-2.1684,33.225,41.853,86.328,-86.328,-84.8692
622.7,1.2324,0.7277,0.5047,-9.0671,-2.1943,33.471,42.373,87.21,-87.21,-85.7512
622.8,1.2468,0.7361,0.5107,-9.1869,-2.2203,33.728,42.9,88.111,-88.111,-86.6522
622.9,1.2612,0.7446,0.5166,-9.3098,-2.2463,34.007,43.435,89.046,-89.046,-87.5872
623,1.2756,0.7529,0.5227,-9.4306,-2.2727,34.262,43.981,89.968,-89.968,-88.5092
623.1,1.2902,0.7612,0.529,-9.5563,-2.2999,34.547,44.478,90.867,-90.867,-89.4082
623.2,1.305,0.7697,0.5353,-9.6776,-2.3275,34.852,44.965,91.779,-91.779,-90.3202
623.3,1.3199,0.7781,0.5418,-9.7934,-2.3554,35.162,45.45,92.693,-92.693,-91.2342
623.4,1.3353,0.787,0.5483,-9.879,-2.3839,35.437,45.972,93.61,-93.61,-92.1512
623.5,1.3509,0.796,0.5549,-9.9509,-2.4128,35.753,46.508,94.589,-94.589,-93.1302
623.6,1.3668,0.8051,0.5617,-10.017,-2.4421,36.063,47.051,95.57,-95.57,-94.1112
623.7,1.3822,0.8138,0.5684,-10.115,-2.4713,36.361,47.624,96.571,-96.571,-95.1122
623.8,1.3978,0.8228,0.575,-10.2,-2.5002,36.626,48.173,97.507,-97.507,-96.0482
623.9,1.413,0.8315,0.5815,-10.326,-2.5283,36.898,48.743,98.476,-98.476,-97.0172
624,1.4272,0.8393,0.5879,-10.506,-2.556,37.139,49.295,99.387,-99.387,-97.9282
624.1,1.441,0.8469,0.5941,-10.71,-2.5831,37.334,49.8,100.19,-100.19,-98.7312
624.2,1.4549,0.8547,0.6002,-10.9,-2.6096,37.5,50.296,100.95,-100.95,-99.4912
624.3,1.4687,0.8625,0.6062,-11.066,-2.6357,37.702,50.788,101.75,-101.75,-100.2912
624.4,1.4827,0.8706,0.6121,-11.197,-2.6614,37.901,51.298,102.57,-102.57,-101.1112
624.5,1.4962,0.8783,0.6179,-11.355,-2.6866,38.114,51.823,103.42,-103.42,-101.9612
624.6,1.5095,0.886,0.6235,-11.497,-2.711,38.295,52.339,104.22,-104.22,-102.7612
624.7,1.5231,0.894,0.6291,-11.594,-2.735,38.467,52.886,105.04,-105.04,-103.5812
624.8,1.5365,0.9021,0.6344,-11.681,-2.7583,38.682,53.418,105.9,-105.9,-104.4412
624.9,1.5499,0.9103,0.6396,-11.74,-2.7807,38.885,53.956,106.76,-106.76,-105.3012
625,1.5619,0.9174,0.6445,-11.889,-2.8021,39.082,54.527,107.64,-107.64,-106.1812
625.1,1.5734,0.9242,0.6492,-12.052,-2.8225,39.24,54.995,108.36,-108.36,-106.9012
625.2,1.5846,0.931,0.6536,-12.209,-2.8418,39.38,55.465,109.06,-109.06,-107.6012
625.3,1.5955,0.9377,0.6578,-12.365,-2.86,39.508,55.933,109.75,-109.75,-108.2912
625.4,1.6063,0.9445,0.6618,-12.5,-2.8772,39.63,56.397,110.42,-110.42,-108.9612
625.5,1.6164,0.951,0.6654,-12.665,-2.893,39.759,56.862,111.1,-111.1,-109.6412
625.6,1.6263,0.9575,0.6688,-12.819,-2.9079,39.884,57.309,111.76,-111.76,-110.3012
625.7,1.636,0.9639,0.6721,-12.954,-2.922,39.987,57.754,112.39,-112.39,-110.9312
625.8,1.6454,0.9703,0.6751,-13.085,-2.9351,40.088,58.21,113.03,-113.03,-111.5712
625.9,1.6546,0.9767,0.6779,-13.209,-2.9474,40.196,58.654,113.67,-113.67,-112.2112
626,1.6625,0.982,0.6805,-13.403,-2.9587,40.298,59.1,114.3,-114.3,-112.8412
626.1,1.6695,0.9867,0.6828,-13.636,-2.9689,40.371,59.46,114.79,-114.79,-113.3312
626.2,1.6768,0.9918,0.685,-13.812,-2.9783,40.43,59.785,115.24,-115.24,-113.7812
626.3,1.6839,0.9969,0.687,-13.985,-2.9871,40.519,60.138,115.74,-115.74,-114.2812
626.4,1.6908,1.0019,0.6889,-14.141,-2.9952,40.605,60.485,116.24,-116.24,-114.7812
626.5,1.6974,1.0068,0.6906,-14.288,-3.0025,40.698,60.853,116.77,-116.77,-115.3112
626.6,1.7039,1.0117,0.6922,-14.418,-3.0095,40.777,61.214,117.28,-117.28,-115.8212
626.7,1.7109,1.0171,0.6938,-14.491,-3.0164,40.843,61.609,117.81,-117.81,-116.3512
626.8,1.7178,1.0224,0.6954,-14.535,-3.0234,40.909,62.064,118.41,-118.41,-116.9512
626.9,1.725,1.028,0.697,-14.543,-3.0306,41.004,62.505,119.02,-119.02,-117.5612
627,1.7307,1.0321,0.6986,-14.661,-3.0376,41.101,62.937,119.63,-119.63,-118.1712
627.1,1.736,1.0358,0.7002,-14.771,-3.0445,41.133,63.293,120.08,-120.08,-118.6212
627.2,1.7412,1.0394,0.7018,-14.877,-3.0514,41.154,63.643,120.51,-120.51,-119.0512
627.3,1.746,1.0426,0.7034,-14.991,-3.0582,41.207,63.946,120.92,-120.92,-119.4612
627.4,1.7512,1.0462,0.705,-15.048,-3.0652,41.234,64.248,121.29,-121.29,-119.8312
627.5,1.7559,1.0493,0.7066,-15.128,-3.0723,41.29,64.547,121.7,-121.7,-120.2412
627.6,1.7609,1.0526,0.7083,-15.166,-3.0796,41.324,64.836,122.07,-122.07,-120.6112
627.7,1.766,1.0559,0.7101,-15.19,-3.0873,41.352,65.148,122.46,-122.46,-121.0012
627.8,1.7712,1.0592,0.712,-15.171,-3.0955,41.394,65.45,122.86,-122.86,-121.4012
627.9,1.777,1.063,0.714,-15.105,-3.1043,41.439,65.781,123.29,-123.29,-121.8312
628,1.7818,1.0657,0.7161,-15.103,-3.1135,41.485,66.123,123.74,-123.74,-122.2812
628.1,1.7864,1.0681,0.7183,-15.102,-3.1231,41.51,66.379,124.06,-124.06,-122.6012
628.2,1.7908,1.0703,0.7205,-15.11,-3.1327,41.527,66.607,124.34,-124.34,-122.8812
628.3,1.7955,1.0727,0.7228,-15.095,-3.1425,41.543,66.826,124.61,-124.61,-123.1512
628.4,1.8001,1.0751,0.725,-15.074,-3.1524,41.56,67.05,124.89,-124.89,-123.4312
628.5,1.8047,1.0774,0.7273,-15.045,-3.1621,41.598,67.253,125.17,-125.17,-123.7112
628.6,1.8088,1.0793,0.7295,-15.049,-3.1717,41.656,67.419,125.42,-125.42,-123.9612
628.7,1.8127,1.0812,0.7315,-15.068,-3.1806,41.684,67.567,125.63,-125.63,-124.1712
628.8,1.8168,1.0833,0.7335,-15.053,-3.1892,41.698,67.732,125.83,-125.83,-124.3712
628.9,1.8206,1.0852,0.7354,-15.048,-3.1972,41.733,67.89,126.06,-126.06,-124.6012
629,1.8236,1.0866,0.737,-15.099,-3.2045,41.765,68.028,126.25,-126.25,-124.7912
629.1,1.8263,1.0879,0.7384,-15.167,-3.2105,41.773,68.123,126.37,-126.37,-124.9112
629.2,1.8287,1.0891,0.7396,-15.226,-3.2155,41.794,68.205,126.49,-126.49,-125.0312
629.3,1.8307,1.0903,0.7404,-15.304,-3.2193,41.808,68.298,126.61,-126.61,-125.1512
629.4,1.833,1.0919,0.7411,-15.349,-3.2222,41.836,68.381,126.74,-126.74,-125.2812
629.5,1.8351,1.0935,0.7416,-15.392,-3.2243,41.884,68.48,126.91,-126.91,-125.4512
629.6,1.8365,1.0946,0.7419,-15.465,-3.2255,41.918,68.586,127.07,-127.07,-125.6112
629.7,1.8378,1.0959,0.7419,-15.531,-3.2257,41.958,68.638,127.17,-127.17,-125.7112
629.8,1.8389,1.0971,0.7418,-15.584,-3.2251,41.992,68.7,127.28,-127.28,-125.8212
629.9,1.8399,1.0984,0.7415,-15.62,-3.224,42.044,68.761,127.41,-127.41,-125.9512
630,1.84,1.099,0.741,-15.707,-3.2219,42.106,68.802,127.53,-127.53,-126.0712
630.1,1.8396,1.0992,0.7404,-15.808,-3.219,42.143,68.8,127.57,-127.57,-126.1112
630.2,1.8388,1.0993,0.7395,-15.909,-3.2151,42.172,68.777,127.58,-127.58,-126.1212
630.3,1.8378,1.0994,0.7384,-16.008,-3.2104,42.18,68.757,127.57,-127.57,-126.1112
630.4,1.8362,1.0991,0.7371,-16.108,-3.2049,42.201,68.733,127.56,-127.56,-126.1012
630.5,1.8345,1.0987,0.7358,-16.195,-3.1991,42.186,68.733,127.55,-127.55,-126.0912
630.6,1.8329,1.0985,0.7344,-16.252,-3.193,42.19,68.713,127.53,-127.53,-126.0712
630.7,1.8305,1.0976,0.7329,-16.344,-3.1865,42.21,68.691,127.53,-127.53,-126.0712
630.8,1.8281,1.0968,0.7313,-16.405,-3.1796,42.195,68.633,127.44,-127.44,-125.9812
630.9,1.8258,1.0961,0.7297,-16.422,-3.1728,42.195,68.575,127.37,-127.37,-125.9112
631,1.8226,1.0945,0.7281,-16.491,-3.1655,42.207,68.519,127.32,-127.32,-125.8612
631.1,1.8193,1.0929,0.7264,-16.543,-3.1581,42.183,68.41,127.17,-127.17,-125.7112
631.2,1.8164,1.0917,0.7247,-16.541,-3.1509,42.161,68.308,127.03,-127.03,-125.5712
631.3,1.8128,1.0897,0.7231,-16.565,-3.1437,42.151,68.227,126.92,-126.92,-125.4612
631.4,1.8094,1.0879,0.7215,-16.556,-3.1369,42.113,68.124,126.76,-126.76,-125.3012
631.5,1.8063,1.0862,0.7201,-16.508,-3.1309,42.103,68.01,126.62,-126.62,-125.1612
631.6,1.8027,1.0839,0.7188,-16.49,-3.1251,42.091,67.898,126.48,-126.48,-125.0212
631.7,1.7997,1.0821,0.7176,-16.406,-3.12,42.066,67.775,126.31,-126.31,-124.8512
631.8,1.7964,1.0799,0.7165,-16.34,-3.1153,42.058,67.659,126.16,-126.16,-124.7012
631.9,1.7933,1.0777,0.7156,-16.253,-3.1111,42.034,67.527,125.98,-125.98,-124.5212
632,1.7901,1.0754,0.7147,-16.181,-3.1074,41.997,67.407,125.8,-125.8,-124.3412
632.1,1.7873,1.0733,0.714,-16.071,-3.1045,41.952,67.285,125.61,-125.61,-124.1512
632.2,1.7846,1.0711,0.7135,-15.972,-3.1021,41.941,67.147,125.44,-125.44,-123.9812
632.3,1.7819,1.0688,0.7131,-15.875,-3.1003,41.914,67.008,125.25,-125.25,-123.7912
632.4,1.7793,1.0666,0.7127,-15.793,-3.0988,41.882,66.871,125.05,-125.05,-123.5912
632.5,1.7769,1.0644,0.7125,-15.71,-3.0977,41.836,66.733,124.84,-124.84,-123.3812
632.6,1.7744,1.0622,0.7122,-15.639,-3.0966,41.809,66.582,124.64,-124.64,-123.1812
632.7,1.7723,1.0603,0.712,-15.564,-3.0955,41.8,66.415,124.44,-124.44,-122.9812
632.8,1.7703,1.0586,0.7117,-15.497,-3.0945,41.809,66.254,124.26,-124.26,-122.8012
632.9,1.7683,1.0568,0.7115,-15.443,-3.0935,41.817,66.114,124.11,-124.11,-122.6512
633,1.7665,1.0553,0.7112,-15.395,-3.0923,41.806,65.993,123.96,-123.96,-122.5012
633.1,1.7646,1.0537,0.7109,-15.374,-3.0911,41.801,65.877,123.82,-123.82,-122.3612
633.2,1.7633,1.0526,0.7107,-15.32,-3.09,41.796,65.761,123.68,-123.68,-122.2212
633.3,1.7617,1.0513,0.7104,-15.302,-3.0888,41.804,65.668,123.58,-123.58,-122.1212
633.4,1.76,1.0499,0.7101,-15.296,-3.0873,41.807,65.556,123.46,-123.46,-122.0012
633.5,1.7583,1.0486,0.7097,-15.32,-3.0855,41.798,65.447,123.32,-123.32,-121.8612
633.6,1.7565,1.0473,0.7092,-15.342,-3.0835,41.767,65.343,123.17,-123.17,-121.7112
633.7,1.7549,1.0462,0.7087,-15.357,-3.0815,41.74,65.241,123.02,-123.02,-121.5612
633.8,1.7534,1.0451,0.7083,-15.37,-3.0794,41.728,65.14,122.89,-122.89,-121.4312
633.9,1.7516,1.0438,0.7078,-15.405,-3.0775,41.71,65.058,122.77,-122.77,-121.3112
634,1.7501,1.0427,0.7074,-15.405,-3.0757,41.693,64.946,122.62,-122.62,-121.1612
634.1,1.7484,1.0414,0.707,-15.424,-3.0739,41.697,64.839,122.5,-122.5,-121.0412
634.2,1.7464,1.0399,0.7065,-15.458,-3.0719,41.693,64.735,122.38,-122.38,-120.9212
634.3,1.7441,1.0381,0.706,-15.494,-3.0695,41.669,64.619,122.22,-122.22,-120.7612
634.4,1.7417,1.0364,0.7053,-15.535,-3.0667,41.641,64.489,122.04,-122.04,-120.5812
634.5,1.7388,1.0342,0.7046,-15.601,-3.0634,41.597,64.381,121.86,-121.86,-120.4012
634.6,1.7363,1.0325,0.7038,-15.628,-3.0601,41.521,64.261,121.64,-121.64,-120.1812
634.7,1.7339,1.0308,0.7031,-15.632,-3.0568,41.467,64.158,121.46,-121.46,-120.0012
634.8,1.7312,1.0289,0.7023,-15.641,-3.0536,41.411,64.046,121.26,-121.26,-119.8012
634.9,1.7287,1.0271,0.7016,-15.628,-3.0504,41.351,63.939,121.07,-121.07,-119.6112
635,1.7259,1.0251,0.7008,-15.627,-3.047,41.3,63.838,120.9,-120.9,-119.4412
635.1,1.723,1.023,0.7,-15.624,-3.0433,41.239,63.725,120.7,-120.7,-119.2412
635.2,1.7199,1.0209,0.699,-15.625,-3.0393,41.168,63.615,120.49,-120.49,-119.0312
635.3,1.717,1.0189,0.6981,-15.597,-3.0352,41.101,63.506,120.29,-120.29,-118.8312
635.4,1.714,1.0169,0.6971,-15.575,-3.031,41.051,63.385,120.09,-120.09,-118.6312
635.5,1.7111,1.015,0.6961,-15.541,-3.0267,40.98,63.282,119.89,-119.89,-118.4312
635.6,1.7085,1.0133,0.6952,-15.474,-3.0224,40.917,63.192,119.71,-119.71,-118.2512
635.7,1.7061,1.0118,0.6943,-15.399,-3.0185,40.89,63.116,119.6,-119.6,-118.1412
635.8,1.7034,1.01,0.6934,-15.343,-3.0147,40.863,63.027,119.46,-119.46,-118.0012
635.9,1.7008,1.0082,0.6926,-15.288,-3.0112,40.838,62.918,119.31,-119.31,-117.8512
636,1.6987,1.0069,0.6918,-15.216,-3.0079,40.808,62.803,119.14,-119.14,-117.6812
636.1,1.6959,1.0049,0.691,-15.194,-3.0044,40.782,62.715,119.01,-119.01,-117.5512
636.2,1.6934,1.0032,0.6902,-15.16,-3.0009,40.739,62.58,118.81,-118.81,-117.3512
636.3,1.6913,1.0018,0.6895,-15.118,-2.9979,40.717,62.448,118.63,-118.63,-117.1712
636.4,1.6892,1.0003,0.6889,-15.082,-2.9951,40.697,62.341,118.48,-118.48,-117.0212
636.5,1.6874,0.9991,0.6883,-15.036,-2.9928,40.681,62.248,118.36,-118.36,-116.9012
636.6,1.6852,0.9973,0.6879,-15.046,-2.9908,40.674,62.142,118.23,-118.23,-116.7712
636.7,1.683,0.9955,0.6875,-15.059,-2.989,40.626,62.026,118.04,-118.04,-116.5812
636.8,1.6813,0.9941,0.6872,-15.062,-2.9878,40.591,61.901,117.86,-117.86,-116.4012
636.9,1.6793,0.9922,0.6871,-15.105,-2.9874,40.573,61.777,117.69,-117.69,-116.2312
637,1.6774,0.9903,0.6871,-15.141,-2.9875,40.528,61.635,117.48,-117.48,-116.0212
637.1,1.6761,0.9887,0.6874,-15.154,-2.9886,40.486,61.499,117.27,-117.27,-115.8112
637.2,1.6751,0.9872,0.6879,-15.157,-2.9908,40.475,61.36,117.1,-117.1,-115.6412
637.3,1.6745,0.9859,0.6886,-15.14,-2.9941,40.457,61.249,116.95,-116.95,-115.4912
637.4,1.6743,0.9847,0.6896,-15.109,-2.9984,40.439,61.141,116.81,-116.81,-115.3512
637.5,1.6739,0.9831,0.6908,-15.11,-3.0036,40.434,61.036,116.68,-116.68,-115.2212
637.6,1.6734,0.9812,0.6922,-15.125,-3.0096,40.403,60.915,116.5,-116.5,-115.0412
637.7,1.673,0.9793,0.6937,-15.149,-3.0162,40.367,60.789,116.32,-116.32,-114.8612
637.8,1.6728,0.9774,0.6954,-15.158,-3.0235,40.327,60.657,116.12,-116.12,-114.6612
637.9,1.673,0.9758,0.6972,-15.151,-3.0314,40.306,60.521,115.94,-115.94,-114.4812
638,1.6736,0.9744,0.6992,-15.111,-3.0399,40.286,60.409,115.79,-115.79,-114.3312
638.1,1.6742,0.9729,0.7013,-15.072,-3.0491,40.276,60.305,115.66,-115.66,-114.2012
638.2,1.675,0.9715,0.7035,-15.02,-3.0587,40.258,60.197,115.51,-115.51,-114.0512
638.3,1.6755,0.9697,0.7058,-14.991,-3.0687,40.267,60.067,115.37,-115.37,-113.9112
638.4,1.6762,0.968,0.7082,-14.946,-3.0789,40.263,59.926,115.21,-115.21,-113.7512
638.5,1.677,0.9665,0.7105,-14.894,-3.0893,40.246,59.794,115.04,-115.04,-113.5812
638.6,1.6778,0.9649,0.7129,-14.829,-3.0998,40.223,59.666,114.86,-114.86,-113.4012
638.7,1.6782,0.9629,0.7153,-14.808,-3.1099,40.226,59.516,114.69,-114.69,-113.2312
638.8,1.6787,0.9612,0.7175,-14.774,-3.1196,40.201,59.352,114.47,-114.47,-113.0112
638.9,1.6789,0.9593,0.7196,-14.767,-3.1287,40.172,59.196,114.26,-114.26,-112.8012
639,1.6795,0.958,0.7215,-14.712,-3.137,40.162,59.023,114.05,-114.05,-112.5912
639.1,1.6801,0.9569,0.7232,-14.672,-3.1444,40.181,58.878,113.91,-113.91,-112.4512
639.2,1.6806,0.9559,0.7247,-14.638,-3.1509,40.196,58.757,113.78,-113.78,-112.3212
639.3,1.6802,0.9543,0.7259,-14.668,-3.1561,40.196,58.639,113.65,-113.65,-112.1912
639.4,1.6802,0.9534,0.7268,-14.664,-3.1602,40.182,58.499,113.47,-113.47,-112.0112
639.5,1.68,0.9525,0.7275,-14.684,-3.1629,40.182,58.382,113.34,-113.34,-111.8812
639.6,1.679,0.9512,0.7278,-14.748,-3.1644,40.173,58.271,113.2,-113.2,-111.7412
639.7,1.678,0.9502,0.7278,-14.797,-3.1645,40.143,58.146,113.02,-113.02,-111.5612
639.8,1.6765,0.949,0.7275,-14.884,-3.163,40.136,58.012,112.86,-112.86,-111.4012
639.9,1.6739,0.9472,0.7267,-15.034,-3.1595,40.114,57.886,112.69,-112.69,-111.2312
640,1.6712,0.9457,0.7255,-15.165,-3.1543,40.054,57.752,112.47,-112.47,-111.0112
640.1,1.6678,0.944,0.7238,-15.316,-3.147,40.004,57.632,112.27,-112.27,-110.8112
640.2,1.6637,0.942,0.7217,-15.486,-3.1378,39.936,57.505,112.05,-112.05,-110.5912
640.3,1.6594,0.9402,0.7192,-15.629,-3.127,39.878,57.362,111.81,-111.81,-110.3512
640.4,1.6548,0.9385,0.7163,-15.763,-3.1145,39.824,57.224,111.59,-111.59,-110.1312
640.5,1.6498,0.9366,0.7132,-15.883,-3.1007,39.789,57.081,111.39,-111.39,-109.9312
640.6,1.644,0.9344,0.7096,-16.024,-3.0853,39.773,56.923,111.19,-111.19,-109.7312
640.7,1.6379,0.932,0.7059,-16.142,-3.0689,39.718,56.759,110.94,-110.94,-109.4812
640.8,1.6313,0.9295,0.7018,-16.25,-3.0514,39.666,56.585,110.68,-110.68,-109.2212
640.9,1.6243,0.9267,0.6976,-16.338,-3.0331,39.596,56.423,110.41,-110.41,-108.9512
641,1.6173,0.9241,0.6932,-16.394,-3.014,39.532,56.25,110.14,-110.14,-108.6812
641.1,1.6098,0.9211,0.6887,-16.439,-2.9944,39.485,56.059,109.86,-109.86,-108.4012
641.2,1.602,0.9179,0.6841,-16.468,-2.9744,39.425,55.882,109.59,-109.59,-108.1312
641.3,1.5939,0.9144,0.6795,-16.484,-2.9542,39.364,55.67,109.28,-109.28,-107.8212
641.4,1.5855,0.9107,0.6748,-16.484,-2.9338,39.298,55.457,108.96,-108.96,-107.5012
641.5,1.5772,0.9071,0.6701,-16.456,-2.9134,39.229,55.217,108.6,-108.6,-107.1412
641.6,1.5689,0.9035,0.6654,-16.395,-2.8931,39.171,54.989,108.27,-108.27,-106.8112
641.7,1.5606,0.8998,0.6608,-16.321,-2.8732,39.111,54.756,107.94,-107.94,-106.4812
641.8,1.5524,0.896,0.6564,-16.232,-2.8538,39.044,54.534,107.6,-107.6,-106.1412
641.9,1.5441,0.892,0.6521,-16.134,-2.8352,38.98,54.296,107.26,-107.26,-105.8012
642,1.537,0.8889,0.6481,-15.951,-2.8178,38.902,54.075,106.91,-106.91,-105.4512
642.1,1.53,0.8857,0.6443,-15.781,-2.8013,38.876,53.875,106.65,-106.65,-105.1912
642.2,1.5231,0.8824,0.6407,-15.625,-2.7858,38.84,53.661,106.36,-106.36,-104.9012
642.3,1.5167,0.8793,0.6374,-15.45,-2.7715,38.793,53.459,106.08,-106.08,-104.6212
642.4,1.511,0.8766,0.6344,-15.267,-2.7585,38.723,53.305,105.82,-105.82,-104.3612
642.5,1.5057,0.874,0.6317,-15.1,-2.7466,38.68,53.146,105.59,-105.59,-104.1312
642.6,1.5002,0.871,0.6292,-14.973,-2.7359,38.644,53,105.38,-105.38,-103.9212
642.7,1.4957,0.8686,0.6271,-14.813,-2.7264,38.591,52.836,105.13,-105.13,-103.6712
642.8,1.4917,0.8665,0.6252,-14.658,-2.7181,38.555,52.698,104.93,-104.93,-103.4712
642.9,1.4882,0.8646,0.6236,-14.504,-2.7112,38.524,52.566,104.74,-104.74,-103.2812
643,1.485,0.8628,0.6222,-14.382,-2.7053,38.487,52.452,104.57,-104.57,-103.1112
643.1,1.4826,0.8614,0.6212,-14.221,-2.7007,38.44,52.359,104.41,-104.41,-102.9512
643.2,1.4802,0.8599,0.6203,-14.108,-2.697,38.429,52.284,104.31,-104.31,-102.8512
643.3,1.4782,0.8585,0.6197,-14.003,-2.6943,38.406,52.183,104.17,-104.17,-102.7112
643.4,1.4767,0.8574,0.6193,-13.898,-2.6925,38.394,52.07,104.02,-104.02,-102.5612
643.5,1.4755,0.8564,0.6191,-13.803,-2.6916,38.391,51.983,103.92,-103.92,-102.4612
643.6,1.4745,0.8555,0.619,-13.728,-2.6915,38.382,51.909,103.82,-103.82,-102.3612
643.7,1.4735,0.8543,0.6192,-13.679,-2.692,38.383,51.841,103.75,-103.75,-102.2912
643.8,1.473,0.8535,0.6195,-13.62,-2.6933,38.367,51.779,103.66,-103.66,-102.2012
643.9,1.4725,0.8526,0.6199,-13.592,-2.6952,38.364,51.714,103.58,-103.58,-102.1212
644,1.4725,0.852,0.6205,-13.538,-2.6977,38.356,51.639,103.48,-103.48,-102.0212
644.1,1.4728,0.8516,0.6212,-13.496,-2.7008,38.344,51.604,103.43,-103.43,-101.9712
644.2,1.473,0.851,0.622,-13.464,-2.7043,38.327,51.585,103.39,-103.39,-101.9312
644.3,1.4734,0.8506,0.6228,-13.453,-2.7079,38.316,51.541,103.32,-103.32,-101.8612
644.4,1.474,0.8502,0.6238,-13.429,-2.7122,38.306,51.495,103.26,-103.26,-101.8012
644.5,1.4751,0.8502,0.6249,-13.388,-2.7168,38.308,51.465,103.23,-103.23,-101.7712
644.6,1.4763,0.8502,0.6261,-13.35,-2.722,38.328,51.435,103.22,-103.22,-101.7612
644.7,1.4774,0.8501,0.6273,-13.337,-2.7275,38.339,51.423,103.21,-103.21,-101.7512
644.8,1.4786,0.85,0.6286,-13.33,-2.7332,38.345,51.395,103.19,-103.19,-101.7312
644.9,1.4796,0.8496,0.63,-13.344,-2.7391,38.349,51.36,103.15,-103.15,-101.6912
645,1.4812,0.8498,0.6314,-13.329,-2.7451,38.36,51.32,103.12,-103.12,-101.6612
645.1,1.4829,0.8501,0.6328,-13.317,-2.7513,38.374,51.319,103.14,-103.14,-101.6812
645.2,1.4848,0.8505,0.6343,-13.297,-2.7578,38.382,51.326,103.15,-103.15,-101.6912
645.3,1.4864,0.8506,0.6358,-13.3,-2.7643,38.405,51.33,103.18,-103.18,-101.7212
645.4,1.4881,0.8508,0.6373,-13.315,-2.7709,38.417,51.319,103.19,-103.19,-101.7312
645.5,1.4898,0.851,0.6388,-13.326,-2.7775,38.411,51.317,103.18,-103.18,-101.7212
645.6,1.4915,0.8512,0.6403,-13.355,-2.7839,38.41,51.305,103.16,-103.16,-101.7012
645.7,1.4931,0.8513,0.6418,-13.394,-2.7902,38.388,51.311,103.14,-103.14,-101.6812
645.8,1.4947,0.8515,0.6432,-13.42,-2.7964,38.388,51.291,103.12,-103.12,-101.6612
645.9,1.4962,0.8517,0.6445,-13.469,-2.8023,38.401,51.284,103.13,-103.13,-101.6712
646,1.4979,0.8521,0.6458,-13.497,-2.808,38.394,51.288,103.12,-103.12,-101.6612
646.1,1.4996,0.8525,0.6471,-13.525,-2.8136,38.418,51.289,103.15,-103.15,-101.6912
646.2,1.5013,0.853,0.6483,-13.548,-2.8188,38.434,51.301,103.18,-103.18,-101.7212
646.3,1.5024,0.853,0.6494,-13.606,-2.8235,38.453,51.302,103.21,-103.21,-101.7512
646.4,1.5039,0.8535,0.6504,-13.629,-2.828,38.445,51.292,103.19,-103.19,-101.7312
646.5,1.505,0.8536,0.6514,-13.669,-2.832,38.464,51.299,103.22,-103.22,-101.7612
646.6,1.506,0.8538,0.6522,-13.708,-2.8358,38.484,51.275,103.21,-103.21,-101.7512
646.7,1.5068,0.8538,0.653,-13.754,-2.8393,38.497,51.25,103.2,-103.2,-101.7412
646.8,1.5073,0.8536,0.6537,-13.81,-2.8422,38.514,51.209,103.17,-103.17,-101.7112
646.9,1.5075,0.8532,0.6543,-13.877,-2.8446,38.514,51.171,103.13,-103.13,-101.6712
647,1.5078,0.8531,0.6547,-13.924,-2.8465,38.493,51.125,103.05,-103.05,-101.5912
647.1,1.5081,0.8531,0.655,-13.961,-2.8479,38.495,51.101,103.02,-103.02,-101.5612
647.2,1.5084,0.8531,0.6553,-13.978,-2.849,38.504,51.087,103.02,-103.02,-101.5612
647.3,1.5086,0.8532,0.6554,-14.004,-2.8498,38.522,51.063,103.01,-103.01,-101.5512
647.4,1.5082,0.8527,0.6555,-14.064,-2.8499,38.521,51.054,103,-103,-101.5412
647.5,1.508,0.8526,0.6554,-14.088,-2.8496,38.536,51.003,102.96,-102.96,-101.5012
647.6,1.5077,0.8524,0.6553,-14.119,-2.8492,38.548,50.973,102.94,-102.94,-101.4812
647.7,1.507,0.8519,0.6551,-14.171,-2.8482,38.551,50.943,102.91,-102.91,-101.4512
